IDENTIFICADOR,GRUPO,DISPOSITIVO,TIPO,OBJETIVO2,Tipo_bloqueo,NOMBRE NETWITNESS,RESPONSABLE,Monitoreo,status2,Fecha alta/ajuste,Fecha puesta en produccion,MITRE ATT&CK,D3FEND_EXCLUIDO,D3FEND_INFERIDO,Severidad,Escalamiento,ENVIO.HO,FUENTES,Fecha ultima validacion,Habilitado,Motivo deshabilitacion,Comentarios,Regla completa,Descripcion funcional
CU136_NDR_single_source_multiple_destination,VARIOS,NDR,P.Interna,"Detectar trafico proveniente desde un unico origen, hacia multiples destino.",,CU136_NDR_single_source_multiple_destination,ICBC,"actor de interes:ip.src, ip.dst",Producción,2025-09-24,2025-10-01,"T1018 - Remote System Discovery, T1021 - Remote Services, T1046 - Network Service Discovery, T1071 - Application Layer Protocol, T1595 - Active Scanning, T1595.001 - Scanning IP Blocks",,D3-ACA - Active Certificate Analysis; D3-APCA - Application Protocol Command Analysis; D3-CA - Certificate Analysis; D3-CAA - Connection Attempt Analysis; D3-CSPP - Client-server Payload Profiling; D3-FCOA - File Content Analysis; D3-FCR - File Content Rules; D3-FH - File Hashing; D3-FIM - File Integrity Monitoring; D3-NTCD - Network Traffic Community Deviation; D3-NTSA - Network Traffic Signature Analysis; D3-OSM - Operating System Monitoring; D3-PCA - Passive Certificate Analysis; D3-PHDURA - Per Host Download-Upload Ratio Analysis; D3-PM - Platform Monitoring; D3-PMAD - Protocol Metadata Anomaly Detection; D3-RPA - Relay Pattern Analysis; D3-RTSD - Remote Terminal Session Detection; D3-SBV - Service Binary Verification; D3-SCA - System Call Analysis; D3-SFA - System File Analysis; D3-UBA - User Behavior Analysis; D3-UGLPA - User Geolocation Logon Pattern Analysis,Medium,L2,,,,Si,,,"@Name('CU136_NDR_single_source_multiple_destination')
@Description('Detecta comportamientos anómalos en la red identificando una misma IP de origen que establece comunicaciones con múltiples destinos en un corto período de tiempo, lo que puede indicar actividades de exploración, movimiento lateral o propagación de malware dentro de la red interna, alineado a las técnicas MITRE ATT&CK T1046 (Network Service Scanning), T1021 (Remote Services) y T1071 (Application Layer Protocols).')
@RSAAlert(oneInSeconds=600, identifiers={""ip_src""})

SELECT * FROM Event(
    device_type.toLowerCase() = 'ndricbc'
    AND
    ip_src IS NOT NULL
    AND
    ip_dst IS NOT NULL
    AND
    (isNotOneOfIgnoreCase(direction,{ 'outbound' }))
    AND
    service_name.toLowerCase() NOT IN ( 'dns' )
    AND
    (isNotOneOfIgnoreCase(threat_category,{ 'port scan', 'generic_scan', 'udp_scan' }))
    AND
    (isOneOfIgnoreCase(host_state,{ 'attack successful','compromise'}))
)
.std:groupwin(ip_src)
.win:time_length_batch(10 Minutes, 50)
GROUP BY ip_src
HAVING COUNT(distinct ip_dst) >= 2","Detecta comportamientos anómalos en la red identificando una misma IP de origen que establece comunicaciones con múltiples destinos en un corto período de tiempo, lo que puede indicar actividades de exploración, movimiento lateral o propagación de malware dentro de la red interna, alineado a las técnicas MITRE ATT&CK T1046 (Network Service Scanning), T1021 (Remote Services) y T1071 (Application Layer Protocols)."
CU140_NDR_multiple_source_to_single_destination,N. DETECTION,NDR,P.Interna,Detecta trafico de multiples origenes a un unico destino,,CU140_NDR_multiple_source_to_single_destination,ICBC,,Producción,2025-10-08,2025-10-31,"T1021 - Remote Services, T1046 - Network Service Discovery, T1071 - Application Layer Protocol, T1595 - Active Scanning",,D3-ACA - Active Certificate Analysis; D3-APCA - Application Protocol Command Analysis; D3-CA - Certificate Analysis; D3-CAA - Connection Attempt Analysis; D3-CSPP - Client-server Payload Profiling; D3-FCOA - File Content Analysis; D3-FCR - File Content Rules; D3-FH - File Hashing; D3-FIM - File Integrity Monitoring; D3-NTCD - Network Traffic Community Deviation; D3-NTSA - Network Traffic Signature Analysis; D3-PCA - Passive Certificate Analysis; D3-PHDURA - Per Host Download-Upload Ratio Analysis; D3-PM - Platform Monitoring; D3-PMAD - Protocol Metadata Anomaly Detection; D3-RPA - Relay Pattern Analysis; D3-RTSD - Remote Terminal Session Detection; D3-UBA - User Behavior Analysis; D3-UGLPA - User Geolocation Logon Pattern Analysis,High,,,ndricbc,,Si,,,"module CU140_NDR_multiple_source_to_single_destination;

@Name('CU140_NDR_multiple_source_to_single_destination')
@Description('Detecta múltiples IPs de origen estableciendo conexiones hacia un mismo destino en un corto período de tiempo. Esta actividad puede indicar escaneos distribuidos, ataques DoS o propagación lateral de malware. Relacionado a MITRE ATT&CK: T1046, T1021 y T1071.')
@RSAAlert(oneInSeconds=600, identifiers={""ip_dst""})

SELECT * FROM Event(
    device_type.toLowerCase() = 'ndricbc'
    AND ip_src IS NOT NULL
    AND ip_dst IS NOT NULL
    AND (isNotOneOfIgnoreCase(direction,{ 'outbound' }))
    AND service_name.toLowerCase() NOT IN ( 'dns' )
    AND (isNotOneOfIgnoreCase(threat_category,{ 'port scan', 'generic_scan', 'udp_scan' }))
    AND (isOneOfIgnoreCase(host_state,{ 'attack successful','compromise'}))
)
.std:groupwin(ip_dst)
.win:time_length_batch(10 Minutes, 50)
GROUP BY ip_dst
HAVING COUNT(distinct ip_src) >= 3;","Detecta múltiples IPs de origen estableciendo conexiones hacia un mismo destino en un corto período de tiempo. Esta actividad puede indicar escaneos distribuidos, ataques DoS o propagación lateral de malware. Relacionado a MITRE ATT&CK: T1046, T1021 y T1071."
CU141_NDR_Critical_Severity_Events_Detected,N. DETECTION,NDR,P.Interna,Detecta eventos con severidad Critical.,,CU141_NDR_Critical_Severity_Events_Detected,ICBC,,Producción,2025-10-09,2025-10-30,"T1021 - Remote Services, T1046 - Network Service Discovery, T1190 - Exploit Public-Facing Application",,D3-APCA - Application Protocol Command Analysis; D3-CAA - Connection Attempt Analysis; D3-CSPP - Client-server Payload Profiling; D3-DQSA - Database Query String Analysis; D3-ISVA - Inbound Session Volume Analysis; D3-NTCD - Network Traffic Community Deviation; D3-NTSA - Network Traffic Signature Analysis; D3-PHDURA - Per Host Download-Upload Ratio Analysis; D3-PMAD - Protocol Metadata Anomaly Detection; D3-RTSD - Remote Terminal Session Detection; D3-UBA - User Behavior Analysis; D3-UGLPA - User Geolocation Logon Pattern Analysis,High,L2,,,,Si,,,"module CU141_NDR_Critical_Severity_Events_Detected;

@Name('CU141_NDR_Critical_Severity_Events_Detected')
@Description('Detecta eventos con severidad Critical.')
@RSAAlert(oneInSeconds=300, identifiers={ ""ip_src""})

SELECT * FROM Event(
    device_type.toLowerCase() = 'ndricbc'
    AND 
    (isOneOfIgnoreCase(severity,{ 'critical' }))
    AND
    (service_name.toLowerCase() NOT IN ( 'dns' ))
    AND (isOneOfIgnoreCase(host_state,{ 'attack successful','compromise'}))
)","Detecta eventos de severidad Critical generados por el NDR, excluyendo tráfico DNS. Estos eventos suelen estar asociados a actividades maliciosas confirmadas, como explotación de vulnerabilidades o movimiento lateral, y pueden estar vinculados a técnicas MITRE ATT&CK como T1190 (Exploit Public-Facing Application), T1021 (Remote Services) o T1046 (Network Service Scanning) según el contexto del tráfico observado."
CU142_NDR_detection_in_DCs,N. DETECTION,NDR,P.Interna,"El objetivo es filtrar actividades específicas en controladores de dominio que no estén relacionadas con el servicio DNS, para detectar comportamientos anómalos o no esperados en estos sistemas críticos.",,CU142_NDR_detection_in_DCs,ICBC,,Producción,2025-10-09,2020-10-10,T1548.002 - Bypass User Account Control,,D3-DA - Dynamic Analysis; D3-EFA - Emulated File Analysis; D3-FCOA - File Content Analysis; D3-FCR - File Content Rules; D3-FH - File Hashing; D3-FIM - File Integrity Monitoring; D3-PM - Platform Monitoring; D3-SCA - System Call Analysis,High,L2,,,,Si,,,"module CU142_NDR_multiple_source_to_single_destination;

@Name('CU142_NDR_detection_in_DCs')
@Description('Detectar actividades específicas en controladores de dominio para determinar comportamientos anómalos o no esperados en estos sistemas críticos mediante el NDR.')
@RSAAlert(oneInSeconds=600, identifiers={""ip_dst""})

SELECT * FROM Event(
    device_type.toLowerCase() = 'ndricbc'
    AND
    service_name.toLowerCase() NOT IN ( 'dns' )
    AND
    device_ip_desc.toLowerCase() IN ( 'domain controller' )
    AND 
    (isOneOfIgnoreCase(host_state,{ 'attack successful','compromise'}))
)",Detectar actividades específicas en controladores de dominio para determinar comportamientos anómalos o no esperados en estos sistemas críticos mediante el NDR.
CU143_NDR_StransIPv4Connections_withIOCs,N. DETECTION,NDR,P.Interna,Detección de conexiones stransipv4 con IOCs,,CU143_NDR_StransIPv4Connections_withIOCs,ICBC,,Producción,,2025-10-31,T1071 - Application Layer Protocol,,D3-ACA - Active Certificate Analysis; D3-APCA - Application Protocol Command Analysis; D3-CA - Certificate Analysis; D3-CSPP - Client-server Payload Profiling; D3-FCOA - File Content Analysis; D3-FCR - File Content Rules; D3-FH - File Hashing; D3-FIM - File Integrity Monitoring; D3-NTCD - Network Traffic Community Deviation; D3-NTSA - Network Traffic Signature Analysis; D3-PCA - Passive Certificate Analysis; D3-PHDURA - Per Host Download-Upload Ratio Analysis; D3-PM - Platform Monitoring; D3-PMAD - Protocol Metadata Anomaly Detection; D3-RPA - Relay Pattern Analysis; D3-RTSD - Remote Terminal Session Detection; D3-UBA - User Behavior Analysis; D3-UGLPA - User Geolocation Logon Pattern Analysis,High,L2,,,,Si,,,"module CU143_NDR_StransIPv4Connections_withIOCs;
@Name('CU143_NDR_StransIPv4Connections_withIOCs')
@Description('Detección de conexiones stransipv4 con IOCs')
@RSAAlert(oneInSeconds=600, identifiers={""stransipv4""})
SELECT * FROM Event(
    (device_type.toLowerCase() IN ( 'ndricbc' ))
    AND
    (stransipv4 IS NOT NULL)
    AND
    (stransipv4_type IS NOT NULL)
    AND
    (service_name.toLowerCase() NOT IN ( 'dns' ))
    AND 
    (isOneOfIgnoreCase(host_state,{ 'attack successful','compromise'}))
)",
CU144_AV_Alert_SeverityHigh_ByLocalUserAdministrator,ENDPOINTS,ANTIVIRUS,P.Interna,"Detecta eventos del EPO con severidad S1, donde el usuario tiene privilegios de administrador local de su equipo.Indicando evasión de defensas y/o ejecucion de comandos, procesos maliciosos.",,CU144_AV_Alert_SeverityHigh_ByLocalUserAdministrator,ICBC,,Producción,2025-10-13,2025-11-10,T1685 - Disable or Modify Tools,,,High,IRT,,,,Si,,,"module CU144_AV_Alert_SeverityHigh_ByLocalUserAdministrator;

@Name('CU144_AV_Mutiples_Alerts_SeverityHigh_ByLocalUserAdministrator')
@Description('Detecta eventos del EPO con severidad High, donde el usuario tiene privilegios de administrador local de su equipo.')
@RSAAlert(oneInSeconds=3600, identifiers={""user_src"", ""host_dst""})

SELECT * FROM Event(
    device_type.toLowerCase() IN ( 'epolicy' )
    AND
    (isOneOfIgnoreCase(severity,{ '1' }))
    AND
    host_dst IS NOT NULL
    AND
    (isOneOfIgnoreCase(context,{ 'local user administrator' }))
    AND 
    threat_handled.toLowerCase() IN ( 'false' )
)","Detecta eventos del EPO con severidad High, donde el usuario tiene privilegios de administrador local de su equipo.
Indicando evasión de defensas y/o ejecucion de comandos, procesos maliciosos.
MITRE TA0005; MITRE TA0002.
D3fend: D3-PA."
CU145_EDR_Alert_S4_ByLocalUserAdministrator,ENDPOINTS,EDR,P.Interna,"Detecta eventos del EDR con severidad S4, donde el usuario tiene privilegios de administrador local de su equipo.
 Indicando evasión de defensas y/o ejecucion de comandos, procesos maliciosos.",,CU145_EDR_Alert_S4_ByLocalUserAdministrator,ICBC,device.host,Producción,,2025-12-03,T1204.002 - Malicious File,,D3-DA - Dynamic Analysis; D3-EFA - Emulated File Analysis; D3-FCOA - File Content Analysis; D3-FCR - File Content Rules; D3-FH - File Hashing; D3-FIM - File Integrity Monitoring; D3-PM - Platform Monitoring,High,IRT,,,,Si,,,"module CU145_EDR_Alert_S4_ByLocalUserAdministrator;

@Name('CU145_EDR_Alert_S4_ByLocalUserAdministrator')
@Description('Detecta eventos del EDR con severidad S4, donde el usuario tiene privilegios de administrador local de su equipo.')
@RSAAlert(oneInSeconds=3600, identifiers={""device_host""})

SELECT * FROM Event(
    device_type.toLowerCase() IN ( 'trellix_edr' )
    AND
    isOneOfIgnoreCase(severity,{'s4'})
    AND
    device_host IS NOT NULL
    AND
    event_state.toLowerCase() IN ( 'new' )
    AND
    (isOneOfIgnoreCase(context,{ 'local user administrator' }))
);","Detecta eventos del EDR con severidad S4, donde el usuario tiene privilegios de administrador local de su equipo.
Indicando evasión de defensas y/o ejecucion de comandos, procesos maliciosos.
MITRE TA0005; MITRE TA0002.
D3fend: D3-PA."
CU146_Proxy_WebActivity_UserGenerics_IOC,WEB,PROXY,P.Perimetral,Detectar eventos de navegación a traves del proxy desde cuentas de usuario genéricas hacia destinos catalogados como IOCs.,,CU146_Proxy_WebActivity_UserGenerics_IOC,ICBC,,Producción,2025-11-26,2026-01-27,"T1071 - Application Layer Protocol, T1071.001 - Web Protocols, T1078 - Valid Accounts",,D3-ACA - Active Certificate Analysis; D3-APCA - Application Protocol Command Analysis; D3-CA - Certificate Analysis; D3-CSPP - Client-server Payload Profiling; D3-FCOA - File Content Analysis; D3-FCR - File Content Rules; D3-FH - File Hashing; D3-FIM - File Integrity Monitoring; D3-NTCD - Network Traffic Community Deviation; D3-NTSA - Network Traffic Signature Analysis; D3-PCA - Passive Certificate Analysis; D3-PHDURA - Per Host Download-Upload Ratio Analysis; D3-PM - Platform Monitoring; D3-PMAD - Protocol Metadata Anomaly Detection; D3-RPA - Relay Pattern Analysis; D3-RTSD - Remote Terminal Session Detection; D3-UBA - User Behavior Analysis; D3-UGLPA - User Geolocation Logon Pattern Analysis,Medium,IRT,,cacheflowelff,,Si,,,"module CU146_Proxy_WebActivity_UserGenerics_IOC;

@Name('CU146_Proxy_WebActivity_UserGenerics_IOC')
@Description('Detectar eventos de navegación a traves del proxy desde cuentas de usuario genéricas hacia destinos catalogados como IOCs')
@RSAAlert(oneInSeconds=300, identifiers={ ""user_dst""})

SELECT * FROM Event(
device_type.toLowerCase() = 'cacheflowelff'
AND (ip_dst_type IS NULL OR ip_dst_type.toLowerCase() NOT IN ('ip whitelist', 'whitelist','ip private'))
AND (isOneOfIgnoreCase(context,{ 'generic_user' }))
AND ioc IS NOT NULL
AND user_dst IS NOT NULL
)",
CU147_AD_User_Enumeration,AD,WINDOWS,P.Interna,"La regla detecta actividades de enumeración de usuarios en Active Directory, identificadas mediante múltiples intentos de autenticación fallidos con el código 0xC0000064 (usuario inexistente).",,CU147_AD_User_Enumeration,ICBC,"host de origen, user.dst",Producción,2026-02-11,2026-02-25,"T1087 - Account Discovery, T1087.002 - Domain Account",,D3-DAM - Domain Account Monitoring; D3-UBA - User Behavior Analysis,High,IRT,,winevent_nic,,Si,,,"module CU147_AD_User_Enumeration;

@Name('CU147_A_AD_User_Enumeration_Distributed')
@Description('DC: reference.id=4625. Mismo user_dst -> host_src distintos >=10  en 10 minutos.')
@RSAAlert(oneInSeconds=1800, identifiers={""user_dst""})
SELECT * FROM Event(
    device_type.toLowerCase() = 'winevent_nic'
    AND reference_id = '4625'
    AND device_host IS NOT NULL
    AND device_host.toLowerCase() LIKE 'arpads%'
    AND ec_activity.toLowerCase() = 'logon'
    AND ec_theme.toLowerCase() = 'authentication'
    AND ec_outcome.toLowerCase() = 'failure'
    AND user_dst IS NOT NULL
    AND user_dst NOT LIKE '%$%'
    AND host_src IS NOT NULL
    AND result_code IS NOT NULL
    AND isOneOfIgnoreCase(context,{ '0xc0000064' })
    AND (ip_src NOT IN ( '10.214.144.77' ))
)
.win:time_length_batch(10 minutes, 20)
GROUP BY user_dst
HAVING COUNT(DISTINCT host_src) >= 10;

@Name('CU147_B_AD_Lateral_User_Enumeration')
@Description('User enumeration general DC: reference.id=4625. Mismo host_src -> user_dst distintos >=10 en 10minutos.')
@RSAAlert(oneInSeconds=1800, identifiers={""host_src""})
SELECT * FROM Event(
    device_type.toLowerCase() = 'winevent_nic'
    AND reference_id = '4625'
    AND device_host IS NOT NULL
    AND ec_activity.toLowerCase() = 'logon'
    AND ec_theme.toLowerCase() = 'authentication'
    AND ec_outcome.toLowerCase() = 'failure'
    AND user_dst IS NOT NULL
    AND user_dst NOT LIKE '%$%'
    AND host_src IS NOT NULL
    AND result_code IS NOT NULL
    AND isOneOfIgnoreCase(context,{ '0xc0000064' })
    AND ip_src_desc.toLowerCase() NOT IN ( 'nexpose scanner icbc' )
    AND (ip_src NOT IN ( '10.214.144.77' ))
)
.win:time_length_batch(10 minutes, 20)
GROUP BY host_src
HAVING COUNT(DISTINCT user_dst) >= 10;","Detectar :
A: User Enumeration Distributed - Mismo user_dst -> distintos host.src
B: User Enumeration general - Mismo host.src -> distintos user_dst
- NTLM User Enumeration
- Reference_id: 4625
- 0xc0000064 (User name does not exist // USER_NOT_FOUND)"
CU148_IAM_OU_PROD_Abnormal_Host_Logon,AD,WINDOWS,P.Interna,Detecta intentos de inicios de sesión exitosos de la cuenta iam_ou_prod en sistemas que no están dentro del conjunto autorizado.,,CU148_IAM_OU_PROD_Abnormal_Host_Logon,ICBC,"user.dst, host.src",Producción,2026-03-03,2026-03-19,T1078 - Valid Accounts,,,Critical,IRT,,winevent_nic,,Si,,,"@Name('CU148_IAM_OU_PROD_Abnormal_Host_Logon')

@Description('Detecta intentos de inicios de sesión exitosos de la cuenta iam_ou_prod en sistemas que no están dentro del conjunto autorizado')

@RSAAlert(oneInSeconds=300, identifiers={ ""host_src""})

SELECT * FROM Event(
    device_type.toLowerCase() = 'winevent_nic'
    AND user_dst.toLowerCase() = 'iam_ou_prod'
    AND ec_activity.toLowerCase() = 'logon'
    AND host_src IS NOT NULL
    AND isNotOneOfIgnoreCase(host_src,{ 'pv1pwinapp0036','pv1pwinapp0037','ardp','-' })
    AND device_group.toLowerCase() NOT IN ( 'windows_dc' )
)","Detecta intentos de inicios de sesión exitosos de la cuenta iam_ou_prod en sistemas que no están dentro del conjunto autorizado.
Conjunto:
- DC
- pv1pwinapp0036, pv1pwinapp0037"
CU149_NDR_port_scan,N. DETECTION,NDR,P.Interna,Detectar escaneos con intenciones de reconocimiento desde 1 origen hacia al menos 5 destinos internos.,,CU149_NDR_port_scan,ICBC,"ip.dst, ip.src",Producción,,2026-04-22,T1046 - Network Service Discovery,,,High,IRT,,ndricbc,,Si,,,"module CU149_NDR_port_scan;

@Name('CU149_NDR_port_scan')
@Description('Detección de escaneo con intenciones de reconocimiento desde 1 origen hacia al menos 5 destinos internos, mediante NDR')
@RSAAlert(oneInSeconds=1800, identifiers={""ip_src""})
 
SELECT * FROM Event(
    device_type.toLowerCase() = 'ndricbc'
    AND ip_src IS NOT NULL
    AND ip_dst IS NOT NULL
    AND isNotOneOfIgnoreCase(direction, {'outbound'})
    AND isOneOfIgnoreCase(threat_desc,{ 'port scan' })
)
.win:time_length_batch(30 Minutes, 20)
GROUP BY ip_src
HAVING COUNT(DISTINCT ip_dst) >= 5;",Detectar scaneos con intenciones de reconocimiento desde 1 origen hacia al menos 5 destinos internos
CU150_Tenable_Alert,OTHERS,Tenable,P.Interna,Alertar cualquier otro tipo de alerta de tenable que no se trate de passwordguessing,,CU150_Tenable_Alert,ICBC,"ip.dst, ip.src, host.dst, host.src, user",Producción,,2026-05-20,T1548.002 - Bypass User Account Control,,D3-DA - Dynamic Analysis; D3-EFA - Emulated File Analysis; D3-FCOA - File Content Analysis; D3-FCR - File Content Rules; D3-FH - File Hashing; D3-FIM - File Integrity Monitoring; D3-PM - Platform Monitoring; D3-SCA - System Call Analysis,,,,,,Si,,,"module CUXXX_Tenable_Alert;

@Name('CUXXX_Tenable_Alert_Alert')
@Description('Alertar cualquier otro tipo de alerta de tenable que no se trate de password guessing')
@RSAAlert(oneInSeconds=0)

SELECT * FROM Event(

    (device_type.toLowerCase() IN ( 'tenable' )
    AND
    isNotOneOfIgnoreCase(threat_category,{ 'password guessing' }))

)",
